Date,Close
2019-05-31,40.82318149818182
2019-06-30,43.55266672766666
2019-07-31,43.72645168967742
2019-08-31,36.13717771346774
2019-09-30,32.42608327825
2019-10-31,31.273870960322583
2019-11-30,28.381944529277778
2019-12-31,29.377795681021507
2020-01-31,34.78161282741936
2020-02-29,38.53827594885057
2020-03-31,26.117419335268817
2020-04-30,27.54600013
2020-05-31,32.60629069419355
2020-06-30,33.31733353933333
2020-07-31,31.955161188548384
2020-08-31,31.639354951935484
2020-09-30,35.483000118499994
2020-10-31,35.70827988623656
2020-11-30,46.834111214222226
2020-12-31,52.41564529209678
2021-01-31,53.958387191451614
2021-02-28,57.599107469821426
2021-03-31,55.779032060645164
2021-04-30,57.84766642333333
2021-05-31,49.25145136854839
2021-06-30,50.098332977000005
2021-07-31,47.63661269634409
2021-08-31,41.68161297849462
2021-09-30,41.97983328416667
2021-10-31,46.28419359258064
2021-11-30,43.5686665215
2021-12-31,39.52758069177419
2022-01-31,39.552257537580644
2022-02-28,35.896428518214286
2022-03-31,32.365161402903226
2022-04-30,32.74172202305555
2022-05-31,24.428978509462365
2022-06-30,22.825499915333335
2022-07-31,22.514193626612904
2022-08-31,30.166129142580644
2022-09-30,29.862333234833333
2022-10-31,27.195161326129032
2022-11-30,28.619166564333334
2022-12-31,26.0444353775
2023-01-31,28.632500249112905
2023-02-28,34.21053593607143
2023-03-31,32.0812905216129
2023-04-30,31.226666863666665
2023-05-31,38.06725828112903
2023-06-30,41.96050001816666
2023-07-31,45.52919313903226
2023-08-31,44.85903216870968
2023-09-30,46.525722145
2023-10-31,44.00139757322581
2023-11-30,52.565166663666666
2023-12-31,61.14749985177419
2024-01-31,62.85814522129032
2024-02-29,74.28500063603448
2024-03-31,78.39500033435483
2024-04-30,72.49633382233333
2024-05-31,66.23741992967742
2024-06-30,69.446832784
2024-07-31,68.86999991693547
2024-08-31,69.53741978209676
2024-09-30,72.8436670295
2024-10-31,78.5961293867742
2024-11-30,71.95466707061111
2024-12-31,63.312741576182795
2025-01-31,66.5720953167742
2025-02-28,67.132000734
