ds,yhat
2020-08-02,33.45454534978564
2020-08-03,33.425589394163445
2020-08-04,33.588216695775515
2020-08-05,33.59407563276626
2020-08-06,33.625808019073226
2020-08-07,33.693497811518725
2020-08-08,33.6849184252158
2020-08-09,33.678299607824634
2020-08-10,33.673741209655965
2020-08-11,33.857353341208494
2020-08-12,33.880559404939845
2020-08-13,33.92592628548048
2020-08-14,34.00361263172516
2020-08-15,34.001610756234385
2020-08-16,33.99850331769298
2020-08-17,33.99486249157682
2020-08-18,34.17737162906591
2020-08-19,34.198106522804636
2020-08-20,34.24034129793767
2020-08-21,34.314970674512054
2020-08-22,34.31072499125592
2020-08-23,34.3456216403147
2020-08-24,34.38217352533975
2020-08-25,34.60765134652443
2020-08-26,34.674621668216595
2020-08-27,34.76673446828239
2020-08-28,34.89513091595156
2020-08-29,34.948648236891934
2020-08-30,35.006544046435636
2020-08-31,35.06986891422251
2020-09-01,35.32556802756548
2020-09-02,35.42574972101034
2020-09-03,35.5534863005342
2020-09-04,35.71923906690641
2020-09-05,35.8110838305068
2020-09-06,35.90745862166709
2020-09-07,36.00856159461753
2020-09-08,36.300479163762596
2020-09-09,36.43448127477641
2020-09-10,36.59284836575718
2020-09-11,36.78532107000324
2020-09-12,36.89934814783238
2020-09-13,37.01285362105752
2020-09-14,37.12565047606555
2020-09-15,37.423580461271605
2020-09-16,37.55781650454714
2020-09-17,37.71069207770142
2020-09-18,37.89214848780974
2020-09-19,37.98997567023868
2020-09-20,38.08256770101438
2020-09-21,38.17032078758929
2020-09-22,38.439753793382195
2020-09-23,38.542788470807835
2020-09-24,38.662554477425694
2020-09-25,38.8098109766987
2020-09-26,38.8731612670225
2020-09-27,38.93178254406832
2020-09-28,38.98679943195891
2020-09-29,39.22538217495054
2020-09-30,39.30000743227388
2020-10-01,39.39424742418897
2020-10-02,39.519179786390715
2020-10-03,39.56359499469881
2020-10-04,39.606723730706086
2020-10-05,39.64961292649614
2020-10-06,39.87923131453414
2020-10-07,39.947742191968516
2020-10-08,40.03830875201172
2020-10-09,40.16152379343696
2020-10-10,40.20563998967159
2020-10-11,40.24932229432239
2020-10-12,40.29305033902692
2020-10-13,40.523250707407186
2020-10-14,40.59159582252733
2020-10-15,40.68083383131775
2020-10-16,40.80124036288565
2020-10-17,40.84086747510644
2020-10-18,40.87831059652035
2020-10-19,40.91412067454361
2020-10-20,41.13494091784991
2020-10-21,41.192804543114946
2020-10-22,41.270957765661564
2020-10-23,41.38029895927504
2020-10-24,41.40960954320083
2020-10-25,41.43829783894926
2020-10-26,41.46778372608818
2020-10-27,41.68560427007238
2020-10-28,41.74467766341453
2020-10-29,41.82909077029653
2020-10-30,41.95050234036066
2020-10-31,41.99833864280015
2020-11-01,42.05250397763137
2020-11-02,42.11473508550795
2020-11-03,42.37268076400747
2020-11-04,42.47914507077703
2020-11-05,42.61786031191006
2020-11-06,42.79988262554188
2020-11-07,42.91378746724727
2020-11-08,43.038387792969246
2020-11-09,43.17410407150952
2020-11-10,43.50706730386603
2020-11-11,43.68839305587299
2020-11-12,43.89999208945125
2020-11-13,44.15100956190909
2020-11-14,44.32806905056332
2020-11-15,44.50804296582389
2020-11-16,44.68947710046319
2020-11-17,45.056748993122014
2020-11-18,45.259396539497935
2020-11-19,45.47798083396216
2020-11-20,45.72057362515853
2020-11-21,45.873044120360596
2020-11-22,46.011865288688
2020-11-23,46.13556615112731
2020-11-24,46.42890866934853
2020-11-25,46.54222483009956
2020-11-26,46.65727733055737
2020-11-27,46.783733953156414
2020-11-28,46.809430367466916
2020-11-29,46.81314181706848
2020-11-30,46.795990790990196
2020-12-01,46.94557019713593
2020-12-02,46.91521881513354
2020-12-03,46.88981386322814
2020-12-04,46.882172411210256
2020-12-05,46.78323819372146
2020-12-06,46.674776225233565
2020-12-07,46.56070433510597
2020-12-08,46.63114318021516
2020-12-09,46.54162351816108
2020-12-10,46.47881749079456
2020-12-11,46.45688742041976
2020-12-12,46.36763024732112
2020-12-13,46.29314134137318
2020-12-14,46.23712785394632
2020-12-15,46.388953898063946
2020-12-16,46.402856727410665
2020-12-17,46.46370069219726
2020-12-18,46.58336213631815
2020-12-19,46.65092266333434
2020-12-20,46.74539345285465
2020-12-21,46.86709941499396
2020-12-22,47.20180379709253
2020-12-23,47.40001048477283
2020-12-24,47.64280864016043
2020-12-25,47.938350554094775
2020-12-26,48.17213775900505
2020-12-27,48.41983567230865
2020-12-28,48.67874317948581
2020-12-29,49.13199548953855
2020-12-30,49.42793538261823
2020-12-31,49.74601558791776
2021-01-01,50.09332153480216
2021-01-02,50.354888207424914
2021-01-03,50.60653041221473
2021-01-04,50.75816277744687
2021-01-05,51.082435220888065
2021-01-06,51.22962410050812
2021-01-07,51.3816375877447
2021-01-08,51.54847798403547
2021-01-09,51.6184856508117
2021-01-10,51.67108562697983
2021-01-11,51.70816482842155
2021-01-12,51.91816029642566
2021-01-13,51.95529634783165
2021-01-14,52.00533663054208
2021-01-15,52.08194404448165
2021-01-16,52.0768263333591
2021-01-17,52.07239098592838
2021-01-18,52.073039753012615
2021-01-19,52.26918544195839
2021-01-20,52.316430760437285
2021-01-21,52.40127680511966
2021-01-22,52.537455376663594
2021-01-23,52.61606374357414
2021-01-24,52.71822588353372
2021-01-25,52.84641045914651
2021-01-26,53.18848770073827
2021-01-27,53.39696405060925
2021-01-28,53.65476084063266
2021-01-29,53.971629488104696
2021-01-30,54.23437980598212
2021-01-31,54.51964315154433
2021-02-01,54.82529814688108
2021-02-02,55.3346384662063
2021-02-03,55.69571878169593
2021-02-04,56.08724236318527
2021-02-05,56.515080097846855
2021-02-06,56.86259493497917
2021-02-07,57.20349108339971
2021-02-08,57.5333135541382
2021-02-09,58.03367571337471
2021-02-10,58.35164946417321
2021-02-11,58.66568047325707
2021-02-12,58.98211755040154
2021-02-13,59.18552996314614
2021-02-14,59.35153223202459
2021-02-15,59.47824264944218
2021-02-16,59.750454251524744
2021-02-17,59.81895431041186
2021-02-18,59.86635655731656
2021-02-19,59.903537335064584
2021-02-20,59.81985179532361
2021-02-21,59.69585219811452
2021-02-22,59.53463718313865
2021-02-23,59.52591341430109
2021-02-24,59.32520831368538
2021-02-25,59.11960065293983
2021-02-26,58.924062602484994
2021-02-27,58.631591539365246
2021-02-28,58.325855587002756
2021-03-01,58.01248335581158
2021-03-02,57.88308053186239
2021-03-03,57.59441289428843
2021-03-04,57.33412299516785
2021-03-05,57.117074162737424
2021-03-06,56.83549978817643
2021-03-07,56.57168114225563
2021-03-08,56.329283102392004
2021-03-09,56.297429021443186
2021-03-10,56.129952618021605
2021-03-11,56.01119218535055
2021-03-12,55.88159764209542
2021-03-13,55.70043124520766
2021-03-14,55.546072712025584
2021-03-15,55.41826603177001
2021-03-16,55.502281861252534
2021-03-17,55.44825228743507
2021-03-18,55.437041310929565
2021-03-19,55.476740873077695
2021-03-20,55.452966690223256
2021-03-21,55.44167368108856
2021-03-22,55.44061723016271
2021-03-23,55.63353877972025
2021-03-24,55.669511354359734
2021-03-25,55.728808552105804
2021-03-26,55.81938733036842
2021-03-27,55.827159659792684
2021-03-28,55.82877391507905
2021-03-29,55.82303356560736
2021-03-30,55.995033172186524
2021-03-31,55.995448953799546
2021-04-01,56.006349213990454
2021-04-02,56.03761675407115
2021-04-03,55.977160135876304
2021-04-04,55.90363639259684
2021-04-05,55.81781437139675
2021-04-06,55.906660182348695
2021-04-07,55.82258329430501
2021-04-08,55.749209620259826
2021-04-09,55.69777452327314
2021-04-10,55.557313143225905
2021-04-11,55.4073709049514
2021-04-12,55.249363377168045
2021-04-13,55.27066667350758
2021-04-14,55.123876399370886
2021-04-15,54.992600719115615
2021-04-16,54.88787950450564
2021-04-17,54.698405826970195
2021-04-18,54.50327138793913
2021-04-19,54.30336370391684
2021-04-20,54.28549484246392
2021-04-21,54.101698319772
2021-04-22,53.93505838718004
2021-04-23,53.796162407853785
2021-04-24,53.573351452180496
2021-04-25,53.34548973165224
2021-04-26,53.1133799013082
2021-04-27,53.06390345032772
2021-04-28,52.849322440317565
2021-04-29,52.65310670105687
2021-04-30,52.48637730173044
2021-05-01,52.23814177096804
2021-05-02,51.98804224463552
2021-05-03,51.73774432510561
2021-05-04,51.67504679382092
2021-05-05,51.45314949667847
2021-05-06,51.25644467487279
2021-05-07,51.09692378725487
2021-05-08,50.864376551189714
2021-05-09,50.63910462026003
2021-05-10,50.423278868347346
2021-05-11,50.40502151686811
2021-05-12,50.23765139447671
2021-05-13,50.105458416339374
2021-05-14,50.020099962891386
2021-05-15,49.87079631884821
2021-05-16,49.737047811213344
2021-05-17,49.62000261623964
2021-05-18,49.70653469824535
2021-05-19,49.648577509585415
2021-05-20,49.628863362394945
2021-05-21,49.65737588476687
2021-05-22,49.62158398273574
2021-05-23,49.599200408616916
2021-05-24,49.589592720587085
2021-05-25,49.77792640944533
2021-05-26,49.814476789256005
2021-05-27,49.88047386601861
2021-05-28,49.98457086777296
2021-05-29,50.013111537200515
2021-05-30,50.04291676473953
2021-05-31,50.07271753238841
2021-06-01,50.28731330676995
2021-06-02,50.33689203684054
2021-06-03,50.40287573774103
2021-06-04,50.49438232671141
2021-06-05,50.49847900965129
2021-06-06,50.49294820246597
2021-06-07,50.47769355938796
2021-06-08,50.63886602628315
2021-06-09,50.62814700750046
2021-06-10,50.62855368656982
2021-06-11,50.650858319304156
2021-06-12,50.58379801001831
2021-06-13,50.506797190648285
2021-06-14,50.421331597600215
2021-06-15,50.51501483816117
2021-06-16,50.440845725747344
2021-06-17,50.38298240040038
2021-06-18,50.35313588659811
2021-06-19,50.24076026654411
2021-06-20,50.12576217159662
2021-06-21,50.009858672258815
2021-06-22,50.080664739927414
2021-06-23,49.99094833618465
2021-06-24,49.92441882301848
2021-06-25,49.89214083487113
2021-06-26,49.782750108121526
2021-06-27,49.675193138642925
2021-06-28,49.57011879241036
2021-06-29,49.65400199317778
2021-06-30,49.578436432214986
2021-07-01,49.525960854893405
2021-07-02,49.506509932881556
2021-07-03,49.40766512577601
2021-07-04,49.30742638361785
2021-07-05,49.20563189864239
2021-07-06,49.288105242601105
2021-07-07,49.205966198407644
2021-07-08,49.141469373623245
2021-07-09,49.104461318607875
2021-07-10,48.98263145529463
2021-07-11,48.85427775917694
2021-07-12,48.719714678240564
2021-07-13,48.76540307443619
2021-07-14,48.64323910401858
2021-07-15,48.536366869922446
2021-07-16,48.45560642844036
2021-07-17,48.28967340182445
2021-07-18,48.11791214138935
2021-07-19,47.941670951677644
2021-07-20,47.94840018113432
2021-07-21,47.79091107703873
2021-07-22,47.65316115093064
2021-07-23,47.54665845392269
2021-07-24,47.36066170432102
2021-07-25,47.17489879827536
2021-07-26,46.990932553155176
2021-07-27,46.99625478105153
2021-07-28,46.84354661849348
2021-07-29,46.7164707496479
2021-07-30,46.62608763911158
2021-07-31,46.46107228159905
2021-08-01,46.300453385363994
2021-08-02,46.14500319248293
2021-08-03,46.18135816664546
2021-08-04,46.06130762464444
2021-08-05,45.967615017698066
2021-08-06,45.91046303808375
2021-08-07,45.77769813212861
2021-08-08,45.6475954537441
2021-08-09,45.520271650250265
2021-08-10,45.58182499630372
2021-08-11,45.48363935586982
2021-08-12,45.40821621888701
2021-08-13,45.36562567916104
2021-08-14,45.24375178499713
2021-08-15,45.121053310488946
2021-08-16,44.997967514774174
2021-08-17,45.061036735989994
2021-08-18,44.9621947746759
2021-08-19,44.88457791605048
2021-08-20,44.838952168464445
2021-08-21,44.71393294497188
2021-08-22,44.58871909012793
2021-08-23,44.46446970454453
2021-08-24,44.52840450156373
2021-08-25,44.43306551227963
2021-08-26,44.362105795954314
2021-08-27,44.32669746104884
2021-08-28,44.21573584876221
2021-08-29,44.10856228327169
2021-08-30,44.006334204533964
2021-08-31,44.09612363112837
2021-09-01,44.03018182572366
2021-09-02,43.99173571827127
2021-09-03,43.99140813545401
2021-09-04,43.91743828542625
2021-09-05,43.84842436623773
2021-09-06,43.78471646259486
2021-09-07,43.91253993311586
2021-09-08,43.88328634544861
2021-09-09,43.8793366558763
2021-09-10,43.91050780810375
2021-09-11,43.86429833959708
2021-09-12,43.818654044432265
2021-09-13,43.773381105892575
2021-09-14,43.914286242169105
2021-09-15,43.892480378049214
2021-09-16,43.89021012693423
2021-09-17,43.91730799162728
2021-09-18,43.861436760939995
2021-09-19,43.80084919872977
2021-09-20,43.73579064401205
2021-09-21,43.852624422322826
2021-09-22,43.80311707812663
2021-09-23,43.77024833367109
2021-09-24,43.76463740785436
2021-09-25,43.674761977723485
2021-09-26,43.57969173890672
2021-09-27,43.48046506910724
2021-09-28,43.56418957680246
2021-09-29,43.48330439397807
2021-09-30,43.403654197928674
2021-10-01,43.354045834804246
2021-10-02,43.223307335087384
2021-10-03,43.09072881105862
2021-10-04,42.95743550555702
2021-10-05,43.01048962621488
2021-10-06,42.9021588006122
2021-10-07,42.81571665357277
2021-10-08,42.76186748375842
2021-10-09,42.62897139953107
2021-10-10,42.49579167592518
2021-10-11,42.36289237413929
2021-10-12,42.41676628708993
2021-10-13,42.30913011639551
2021-10-14,42.222751414577516
2021-10-15,42.16789829672459
2021-10-16,42.03258733566345
2021-10-17,41.89535051572612
2021-10-18,41.756648489678206
2021-10-19,41.80300952381186
2021-10-20,41.68633050140365
2021-10-21,41.58970414733654
2021-10-22,41.523863287326854
2021-10-23,41.37741755556256
2021-10-24,41.22960362069756
2021-10-25,41.081676563019606
2021-10-26,41.12102236155154
2021-10-27,41.00042860648774
2021-10-28,40.90387849666853
2021-10-29,40.842959959069915
2021-10-30,40.70706642466095
2021-10-31,40.57611151480108
2021-11-01,40.45188648276264
2021-11-02,40.52214157062023
2021-11-03,40.43982954976367
2021-11-04,40.38887757114022
2021-11-05,40.3805801062206
2021-11-06,40.303790301615045
2021-11-07,40.2376326055995
2021-11-08,40.18286590667666
2021-11-09,40.325978513159384
2021-11-10,40.31845317220199
2021-11-11,40.34256794120539
2021-11-12,40.407825138492484
2021-11-13,40.40118491102642
2021-11-14,40.39982527817008
2021-11-15,40.4025567021145
2021-11-16,40.59397116432333
2021-11-17,40.62376247220898
2021-11-18,40.67258205035503
2021-11-19,40.7485208437343
2021-11-20,40.73739227624639
2021-11-21,40.71553658087225
2021-11-22,40.68127310745072
2021-11-23,40.81907928538004
2021-11-24,40.778931847420566
2021-11-25,40.74217367185585
2021-11-26,40.7179962258265
